id,PitchNo,Date,Time,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,TopOrBottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,TrackmanGameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameID
69691,67,2021-04-30,18:34:48,1,4,1000024621,Right,PEN_NIT,1000073149,Right,MIC_SPA,Undefined,3,Top,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,89.6275,-2.6729,-2.70174,2160.55,236.052,01:45:00,6.07709,2.15978,5.99278,-22.0787,13.076,17.5467,1.75565,1.11642,81.1146,-6.83183,0.452999,0.426739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.87036,7.9326,-1.95642,50,5.85413,5.38644,-129.84,-6.7606,-16.629,30.5062,-18.8096,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,45bb0e50-aa04-11eb-b245-b9cce03494f5,88.3266,NULL,NULL,8.51295,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:34:48,"2021-04-30 18:34:48","2021-04-30 22:34:48",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,f1823f22-d30a-45c1-93b3-77ed43fc4ba2,54.5042,-130.894,15.2531,6.07649,-6.11072,-9.40482,-2.15245,5.96099,-8.31452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69692,68,2021-04-30,18:35:00,1,5,1000024621,Right,PEN_NIT,1000073149,Right,MIC_SPA,Undefined,3,Top,0,3,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,NULL,89.5962,-2.52425,-3.71486,2188.59,229.063,01:45:00,6.21193,1.90714,6.01035,-20.3311,15.0104,15.7842,2.17277,-0.22378,80.6831,-6.38585,-0.881479,0.427872,89.8426,3.71817,28.8134,4336.08,NULL,NULL,NULL,100.732,NULL,32.9702,0.872889,-9.34225,8.92233,-1.62391,50,6.00238,7.75244,-129.633,-6.33847,-15.6303,31.3451,-17.2463,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,4d3cbf70-aa04-11eb-b245-b9cce03494f5,88.0928,3.43531,NULL,8.91312,NULL,NULL,NULL,1.10698,1.99361,0.18783,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:35:00,"2021-04-30 18:35:00","2021-04-30 22:35:00",GroundBall,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,fe769d63-8ff1-4c66-aa44-9c47d67d5233,54.4862,-130.713,15.6726,6.21058,-5.74411,-8.62317,-1.90037,8.29111,-7.81514,250.907,1.24973,112.963,-20.3069,NULL,NULL,NULL,NULL,NULL,NULL,2.00729,8.33782,-12.2041,NULL,NULL,NULL,NULL,NULL,NULL,0.16026,63.8253,-1.35417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,High,High,NULL,NULL,NULL,294
69693,69,2021-04-30,18:35:38,2,1,1000024621,Right,PEN_NIT,1000078575,Left,MIC_SPA,Undefined,3,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,89.1423,-2.29498,-3.08253,2178.42,230.777,01:45:00,6.10161,1.94863,6.07091,-17.7085,18.242,20.5572,2.49805,0.80658,79.3678,-5.72293,0.615418,0.431543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.5771,10.5921,-1.72001,50,5.91428,6.05059,-128.932,-5.64496,-18.9512,33.6815,-14.8352,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,6393bdf0-aa04-11eb-b245-b9cce03494f5,87.3434,NULL,NULL,9.77449,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:35:38,"2021-04-30 18:35:38","2021-04-30 22:35:38",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,be5644b9-382a-45a5-b599-6d034eb31f4e,54.4225,-130.082,16.8408,6.0984,-5.13836,-7.41759,-1.93768,6.69775,-9.4756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69694,70,2021-04-30,18:35:57,2,2,1000024621,Right,PEN_NIT,1000078575,Left,MIC_SPA,Undefined,3,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,91.4042,-3.75562,-2.92109,2273.13,220.201,01:15:00,6.04128,2.06833,5.79574,-12.7087,22.0287,17.3799,1.47939,0.79726,81.1311,-6.26625,0.188403,0.424199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.81473,12.9411,-1.83804,50,5.72432,5.92784,-131.918,-8.95904,-16.7806,35.8403,-10.0481,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,6f0d3620-aa04-11eb-b245-b9cce03494f5,88.8555,NULL,NULL,10.273,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:35:57,"2021-04-30 18:35:57","2021-04-30 22:35:57",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,3a09e019-5220-415e-953b-ee69a94b99ba,54.6964,-133.188,17.9202,6.03543,-8.60304,-5.02407,-2.0586,6.52238,-8.3903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69695,71,2021-04-30,18:36:15,2,3,1000024621,Right,PEN_NIT,1000078575,Left,MIC_SPA,Undefined,3,Top,0,1,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NULL,91.2321,-1.99457,-2.18305,2226.85,227.928,01:30:00,6.12723,1.97265,6.02716,-19.1388,15.2899,15.3693,2.68306,1.23072,81.0526,-5.67014,0.581948,0.42231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.57949,8.95882,-1.80953,50,5.96094,4.33495,-131.985,-5.15894,-14.6786,35.9643,-16.8465,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,79db2c10-aa04-11eb-b245-b9cce03494f5,89.2531,NULL,NULL,10.1796,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:36:15,"2021-04-30 18:36:15","2021-04-30 22:36:15",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,d09de965-7b22-4e3a-813d-50e685071d7f,54.464,-133.196,17.9822,6.12508,-4.59176,-8.42324,-1.9638,4.82915,-7.33929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69696,72,2021-04-30,18:36:34,2,4,1000024621,Right,PEN_NIT,1000078575,Left,MIC_SPA,Undefined,3,Top,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,91.4512,-2.50421,-2.29203,2298.36,239.585,02:00:00,6.1486,2.09586,6.00481,-22.598,11.2605,17.051,1.94196,1.39209,82.4613,-6.75762,0.775815,0.418799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.41453,6.97036,-1.92443,50,5.93941,4.54322,-132.458,-6.5322,-16.4488,32.6704,-19.9956,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,85060f10-aa04-11eb-b245-b9cce03494f5,90.0014,NULL,NULL,8.98983,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:36:34,"2021-04-30 18:36:34","2021-04-30 22:36:34",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,2eefbe67-556f-49a4-b9ba-c59c5a34fedc,54.4898,-133.561,16.3352,6.14852,-5.85724,-9.99783,-2.08716,5.09845,-8.22441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69697,73,2021-04-30,18:36:52,2,5,1000024621,Right,PEN_NIT,1000078575,Left,MIC_SPA,Undefined,3,Top,0,2,2,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,NULL,82.2837,-1.96333,-3.94959,2071.61,242.099,02:00:00,5.92916,2.16679,5.96825,-31.7364,10.1105,16.2258,1.45914,-0.14867,74.5414,-7.88074,-1.03786,0.465589,91.4046,25.8595,13.5346,2858.66,107.916,45.348,21.3078,345.961,NULL,7.74923,4.13954,-9.60583,6.25323,-1.8626,50,5.75573,7.5952,-119.095,-5.06256,-13.6036,25.8528,-23.3183,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,8fe3e380-aa04-11eb-b245-b9cce03494f5,80.9564,57.2687,NULL,7.74231,NULL,NULL,NULL,1.8951,1.4056,0.12344,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:36:52,"2021-04-30 18:36:52","2021-04-30 22:36:52",FlyBall,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,2b3175e3-e49c-4810-8e4f-5738ea8cfaed,54.5288,-120.074,12.9264,5.93074,-4.17947,-11.6592,-2.15999,8.11038,-6.80179,151.72,1.89597,117.264,-19.4852,5.16618,-1.04593,0.1722,-0.02648,0.00365,-0.00026,1.40593,58.4593,-15.8181,-0.29753,0.66251,-0.32854,0.09658,-0.01497,0.00092,0.1239,28.2211,-10.0099,2.85032,-0.6098,0.10136,-0.01383,0.0016,-0.0001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,High,Medium,NULL,NULL,NULL,294
69698,74,2021-04-30,18:38:02,3,1,1000024621,Right,PEN_NIT,1000017070,Right,MIC_SPA,Undefined,3,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,83.3632,0.015465,-2.57791,2172.05,177.382,12:00:00,6.03363,2.06356,5.84628,-32.787,7.59945,-0.28854,3.31576,-0.35766,76.2224,-6.06258,-2.62959,0.457393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.58618,4.28453,-1.85361,50,6.01581,5.4576,-120.96,-1.03026,-0.86658,24.0702,-25.84,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,b9c245c0-aa04-11eb-b245-b9cce03494f5,82.4072,NULL,NULL,7.14082,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:38:02,"2021-04-30 18:38:02","2021-04-30 22:38:02",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,b32e9f82-e07a-47e1-b00a-e0a35202035d,54.65,-121.882,12.0351,6.03632,-0.04067,-12.92,-2.06325,5.49079,-0.43329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69699,75,2021-04-30,18:38:20,3,2,1000024621,Right,PEN_NIT,1000017070,Right,MIC_SPA,Undefined,3,Top,1,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,84.9089,-0.896269,-2.90005,2309.04,194.164,12:30:00,6.03275,2.06494,5.79071,-36.3243,3.62421,0.52142,2.17084,-0.59163,76.1115,-7.63094,-2.80672,0.454906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.30701,2.57685,-1.82641,50,5.93731,6.20404,-122.887,-3.14473,-1.94424,30.5219,-28.3409,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,c4635f50-aa04-11eb-b245-b9cce03494f5,82.8576,NULL,NULL,8.79745,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:38:20,"2021-04-30 18:38:20","2021-04-30 22:38:20",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,c6f6cf80-f3de-4a6e-855f-d1fc2a3f4c65,54.705,-124.05,15.261,6.03657,-2.06475,-14.1704,-2.06424,6.27813,-0.97212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69700,76,2021-04-30,18:38:55,3,3,1000024621,Right,PEN_NIT,1000017070,Right,MIC_SPA,Undefined,3,Top,1,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,94.0007,-1.78063,-2.01355,2302.26,222.091,01:30:00,6.27221,1.87715,5.87162,-11.0457,21.2274,18.0657,3.69629,1.51162,84.1663,-3.97178,1.2259,0.408876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.74012,11.6999,-1.72384,50,6.12143,3.92612,-136.14,-4.46928,-17.9271,35.2698,-10.6398,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,d950e2c0-aa04-11eb-b245-b9cce03494f5,92.1854,NULL,NULL,9.83441,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:38:55,"2021-04-30 18:38:55","2021-04-30 22:38:55",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,7e8f8e0e-f7a5-43a6-a437-8a2b3e47c4a2,54.6212,-137.332,17.6349,6.2664,-4.1097,-5.3199,-1.86677,4.53199,-8.96354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,NULL,NULL,NULL,NULL,NULL,294
69701,77,2021-04-30,18:39:39,3,4,1000024621,Right,PEN_NIT,1000017070,Right,MIC_SPA,Undefined,3,Top,1,0,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,85.1845,-1.70065,-2.43068,2408.84,174.84,11:45:00,6.21801,1.92298,5.61229,-32.7232,6.2302,-0.45248,1.90188,-0.38476,78.2947,-7.70369,-2.51146,0.449205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.44614,3.98146,-1.71495,50,6.0514,5.2644,-123.582,-4.80029,-0.68983,24.6661,-26.0177,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,f32177a0-aa04-11eb-b245-b9cce03494f5,83.9093,NULL,NULL,6.88986,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:39:39,"2021-04-30 18:39:39","2021-04-30 22:39:39",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,6feaae5b-d990-408c-acb5-1eb75f304078,54.8863,-124.554,12.333,6.22028,-3.77561,-13.0089,-1.92282,5.29156,-0.34491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69702,78,2021-04-30,18:40:03,3,5,1000024621,Right,PEN_NIT,1000017070,Right,MIC_SPA,Undefined,3,Top,1,0,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,NULL,93.2848,-2.42229,-3.72901,2272.42,226.818,01:30:00,6.21998,1.92178,6.08047,-13.6521,18.8244,18.7717,2.83518,0.03123,83.8838,-5.08201,-0.356102,0.410162,94.4212,-29.1431,29.3246,NULL,NULL,NULL,NULL,5.2716,NULL,17.851,0.037083,-10.863,10.8224,-1.64312,50,6.02519,7.97587,-135.014,-6.07853,-19.7352,33.7264,-12.5126,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,01d72f10-aa05-11eb-b245-b9cce03494f5,91.8964,1.67171,NULL,9.401,NULL,NULL,NULL,1.10724,2.50092,-0.58075,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:40:03,"2021-04-30 18:40:03","2021-04-30 22:40:03",GroundBall,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,e48853a8-1b40-4437-9f2f-ff4bd665da4b,54.4162,-136.113,16.8632,6.21657,-5.67092,-6.25628,-1.91342,8.61877,-9.86759,NULL,1.10724,105.454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.50092,-67.4407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.58075,59.2376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,Medium,High,NULL,NULL,NULL,294
69703,79,2021-04-30,18:40:48,4,1,1000024621,Right,PEN_NIT,10000054,Left,MIC_SPA,Undefined,3,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,82.9904,0.217503,-0.692819,2223.21,170.56,11:45:00,6.11278,2.15824,5.49099,-36.4795,4.17315,-0.50799,3.2763,1.46777,76.9653,-6.44946,-0.783386,0.458898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08894,2.41091,-2.09725,50,6.107,1.47994,-120.668,-0.81701,0.13278,20.685,-28.5742,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,1cb34080-aa05-11eb-b245-b9cce03494f5,82.1369,NULL,NULL,6.02509,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:40:48,"2021-04-30 18:40:48","2021-04-30 22:40:48",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,96697f3c-c341-448b-933c-024ef361b5b9,55.008,-121.524,10.3425,6.11635,0.36469,-14.2871,-2.15834,1.47445,0.06639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
69704,80,2021-04-30,18:41:05,4,2,1000024621,Right,PEN_NIT,10000054,Left,MIC_SPA,Undefined,3,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,92.368,-1.97,-2.28927,2298.92,227.226,01:30:00,6.18552,2.06494,5.71832,-16.962,16.2392,16.3318,2.93478,1.29234,83.8838,-5.18585,0.63116,0.414714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.94221,9.1628,-1.88363,50,6.01038,4.61067,-133.919,-5.14403,-16.1384,30.5994,-15.6376,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210430-LubranoPark-1,26a55560-aa05-11eb-b245-b9cce03494f5,90.8878,NULL,NULL,8.48421,NULL,NULL,NULL,NULL,NULL,NULL,cc6a8ef3-7c77-425d-a102-b84894989222,2021-04-30,22:41:05,"2021-04-30 18:41:05","2021-04-30 22:41:05",NULL,v3,5326,1551,"20210430 6:00 PM_Penn State_Michigan State",1000013427,Right,PEN_NIT,c84e444c-af04-44eb-b266-70df62def082,54.7783,-135.006,15.2997,6.18331,-4.58833,-7.81878,-2.05766,5.18417,-8.06922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,294
