id,PitchNo,Date,Time,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,TopOrBottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,TrackmanGameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameID
25768,29,2021-04-16,18:14:07,1,3,1000024621,Right,PEN_NIT,1000093463,Right,NEB,Undefined,2,Top,0,1,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,82.0304,-0.757723,-1.91144,2071.64,135.925,10:30:00,6.04289,2.15865,5.55286,-32.9027,9.40012,-7.74996,2.59256,-0.27386,74.9003,-6.82831,-3.29296,0.468119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.27878,5.45327,-1.98864,50,5.95624,4.30169,-118.919,-2.67357,4.67448,23.747,-24.3995,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,0fe40ec0-9f01-11eb-8579-17f01a355d6c,80.5189,NULL,NULL,7.13005,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:14:07,"2021-04-16 18:14:07","2021-04-16 22:14:07",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,d2976fbc-f023-42d2-b752-1f6c84a91f94,54.9392,-119.902,11.8735,6.04596,-1.66433,-12.1997,-2.16257,4.10834,2.33724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25769,30,2021-04-16,18:14:22,1,4,1000024621,Right,PEN_NIT,1000093463,Right,NEB,Undefined,2,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,NULL,90.5148,-3.73151,-3.60631,2240.67,219.101,01:15:00,6.21257,1.91604,5.86513,-16.8241,17.8995,13.5243,1.33244,-0.31138,81.9169,-6.93563,-1.1855,0.424115,63.0372,-69.0111,-43.3752,NULL,NULL,NULL,NULL,2.66024,NULL,-1.92424,0.016632,-8.05792,10.6899,-1.63159,50,5.89974,7.66633,-130.856,-9.04512,-13.8114,30.5713,-13.8513,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,18f587a0-9f01-11eb-8579-17f01a355d6c,88.8731,1.43568,NULL,8.59796,NULL,NULL,NULL,2.25839,1.43568,0.28894,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:14:22,"2021-04-16 18:14:22","2021-04-16 22:14:22",GroundBall,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,fe88c9f5-38a5-49d1-85fa-601e9d00cced,54.6319,-131.934,15.2857,6.20999,-8.55683,-6.92567,-1.91042,8.1532,-6.9057,NULL,2.25839,24.0711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.43568,-86.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28894,-22.7432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,Estimated,Estimated,NULL,NULL,NULL,143
25770,31,2021-04-16,18:14:53,2,1,1000024621,Right,PEN_NIT,8900792,Left,NEB,Undefined,2,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,81.5096,-1.78098,-2.73611,2221.81,119.895,10:00:00,6.194,2.09073,5.73512,-38.2979,3.87236,-4.57366,1.34162,-0.84022,75.5147,-8.77268,-3.55449,0.467385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.62276,2.8015,-1.85984,50,6.02177,5.82838,-118.308,-4.94041,2.31058,21.5944,-28.1851,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,2b4507a0-9f01-11eb-8579-17f01a355d6c,80.6454,NULL,NULL,5.99484,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:14:53,"2021-04-16 18:14:53","2021-04-16 22:14:53",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,a61c5896-41b4-4408-a162-301f50954779,54.7644,-119.174,10.7972,6.19731,-3.80951,-14.0926,-2.09184,5.73567,1.15529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25771,32,2021-04-16,18:15:03,2,2,1000024621,Right,PEN_NIT,8900792,Left,NEB,Undefined,2,Top,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,89.6381,-2.96928,-2.80919,2243.43,227.701,01:30:00,6.22391,2.12212,5.92536,-18.0022,16.8224,17.2486,1.96281,0.95081,82.0229,-6.37047,0.286249,0.424731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.58402,9.77851,-1.90696,50,5.9758,5.64112,-129.949,-7.28709,-16.3967,27.0988,-15.4446,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,317f6bb0-9f01-11eb-8579-17f01a355d6c,88.7442,NULL,NULL,7.61518,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:15:03,"2021-04-16 18:15:03","2021-04-16 22:15:03",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,12bf4236-15a6-4ed3-97e9-39abd04ee429,54.5724,-130.899,13.5494,6.22178,-6.74563,-7.72228,-2.1148,6.21596,-8.19837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25772,33,2021-04-16,18:15:14,2,3,1000024621,Right,PEN_NIT,8900792,Left,NEB,Undefined,2,Top,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NULL,82.5416,-1.57414,-3.48448,2031.25,248.533,02:15:00,6.21881,2.18996,5.83602,-32.2202,9.10339,19.6717,2.06765,0.58665,75.4669,-7.54411,0.040178,0.462669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.0372,5.51902,-1.9172,50,6.07137,6.50807,-119.66,-4.32029,-15.9486,23.8174,-24.1991,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,38070560-9f01-11eb-8579-17f01a355d6c,81.4673,NULL,NULL,7.07474,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:15:14,"2021-04-16 18:15:14","2021-04-16 22:15:14",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,085fb4dc-1f6f-4779-a59e-b15f11811871,54.6623,-120.584,11.9087,6.22083,-3.38105,-12.0995,-2.18181,7.12709,-7.9743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25773,34,2021-04-16,18:15:31,2,4,1000024621,Right,PEN_NIT,8900792,Left,NEB,Undefined,2,Top,1,1,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,NULL,83.2082,-0.950651,-3.77064,2015.55,249.961,02:15:00,6.24958,2.08067,5.66114,-32.678,8.09662,18.6445,2.63793,0.11321,76.2801,-6.9784,-0.443491,0.459585,102.81,8.26282,-3.18348,821.749,109.565,9.67274,-9.76757,187.534,NULL,-6.49269,1.52333,-10.602,4.73351,-1.77385,50,6.14822,7.21622,-120.656,-3.08623,-15.6371,23.3594,-25.1925,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,41da95c0-9f01-11eb-8579-17f01a355d6c,82.014,9.91486,NULL,6.92811,NULL,NULL,NULL,1.96136,2.68981,-0.09225,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:15:31,"2021-04-16 18:15:31","2021-04-16 22:15:31",LineDrive,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,fb398ccd-fdda-4b34-b09c-5f2f5a4e5bea,54.839,-121.589,11.6797,6.25141,-2.07976,-12.5963,-2.07462,7.84094,-7.81853,108.488,1.96137,148.992,-23.3924,4.3605,-0.82105,0.02863,0.07501,-0.03114,0.00402,2.68981,21.6708,-17.1299,1.49501,-0.37018,0.17952,-0.09485,0.03083,-0.00403,-0.09224,-8.28852,-5.75841,1.87458,-0.2184,-0.32558,0.29975,-0.10886,0.01456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,High,High,NULL,NULL,NULL,143
25774,35,2021-04-16,18:16:07,3,1,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,91.3741,-3.74369,-5.42445,2373.16,226.063,01:30:00,6.24045,2.05599,6.1031,-13.9609,19.6308,19.1911,1.59441,-1.37621,83.2524,-6.43676,-1.98744,0.417146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.3411,11.4838,-1.64742,50,5.94349,11.7043,-131.951,-9.03167,-19.9813,28.2569,-11.9415,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,57473440-9f01-11eb-8579-17f01a355d6c,90.358,NULL,NULL,8.12172,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:16:07,"2021-04-16 18:16:07","2021-04-16 22:16:07",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,747250ef-f7aa-4854-9376-1db4ced04b4b,54.3946,-132.889,14.1285,6.23664,-8.63537,-5.97073,-2.04685,12.3674,-9.99065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25775,36,2021-04-16,18:16:32,3,2,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,83.2068,-2.16799,-2.84429,2227.65,184.75,12:15:00,6.08797,2.25474,5.78079,-35.0168,6.23603,0.39406,1.14934,-0.36094,75.4636,-8.63047,-2.77373,0.462273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.12843,4.32103,-2.02023,50,5.88802,5.96906,-120.461,-5.71324,-1.63091,26.9743,-25.9288,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,664ae4a0-9f01-11eb-8579-17f01a355d6c,81.5373,NULL,NULL,7.74317,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:16:32,"2021-04-16 18:16:32","2021-04-16 22:16:32",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,0f88d103-4525-499e-ad61-2905f25b02fd,54.715,-121.512,13.4871,6.09098,-4.70276,-12.9644,-2.25409,6.03262,-0.81545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25776,37,2021-04-16,18:16:51,3,3,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,90.6419,-1.468,-5.96272,2264.35,232.643,01:45:00,6.17595,2.15468,6.09864,-20.1793,13.7478,16.6053,3.12897,-1.99621,82.933,-5.26896,-2.9943,0.419223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.1309,7.80402,-1.70286,50,6.05167,12.9933,-131.068,-3.99872,-17.6957,26.6359,-18.5428,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,71b4cc70-9f01-11eb-8579-17f01a355d6c,89.9103,NULL,NULL,7.70891,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:16:51,"2021-04-16 18:16:51","2021-04-16 22:16:51",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,9670c2c3-5ca6-4059-9e23-4514c20cc53f,54.3999,-131.96,13.318,6.17507,-3.37836,-9.2714,-2.14746,13.5853,-8.84783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.0555,1.59561,0.699341,0.896265,-1.11741,2.89032,2.12561,-4.26347,5.55636,4.96364,66.7011,2.57419,58.077,-4.20363,86.524,-8.25381,5.58086,8.58906,-13.3183,4.97291,61.3561,-2.34665,High,High,High,NULL,NULL,High,Medium,Medium,143
25777,38,2021-04-16,18:17:11,3,4,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,90.9741,-2.90344,-3.10716,2130.32,223.228,01:30:00,6.16341,2.1108,6.02331,-16.8359,16.9302,14.866,2.06506,0.46905,83.0328,-6.10296,-0.436057,0.418227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.51016,9.86221,-1.8754,50,5.92653,6.52385,-131.847,-7.18866,-14.9539,28.4931,-14.8443,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,7d6d4970-9f01-11eb-8579-17f01a355d6c,90.1244,NULL,NULL,7.94122,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:17:11,"2021-04-16 18:17:11","2021-04-16 22:17:11",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,01e297c2-6b26-444c-b3ec-5c0e3041d043,54.4743,-132.811,14.2465,6.1611,-6.68675,-7.42216,-2.10453,7.02947,-7.47696,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25778,39,2021-04-16,18:17:29,3,5,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,3,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,90.6023,-2.27345,-4.75127,2139.57,255.509,02:30:00,6.13411,2.05182,6.10297,-27.7305,6.06233,19.4472,1.71243,-0.73156,83.3725,-7.41107,-1.25733,0.418393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.3331,4.03874,-1.69614,50,5.94405,10.1157,-131.274,-6.16522,-19.8757,26.4834,-25.091,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,88893850-9f01-11eb-8579-17f01a355d6c,90.0887,NULL,NULL,7.22982,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:17:29,"2021-04-16 18:17:29","2021-04-16 22:17:29",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,26fa414a-6d11-4e4b-8d61-a4765c05a8c6,54.3976,-132.159,13.2417,6.1359,-5.32751,-12.5455,-2.04494,10.7793,-9.93785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25779,40,2021-04-16,18:17:55,3,6,1000024621,Right,PEN_NIT,1000078211,Right,NEB,Undefined,2,Top,1,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,NULL,91.6747,-2.26516,-3.47181,2187.18,226.251,01:30:00,6.21398,2.01594,5.91062,-17.1166,16.6221,16.0878,2.68024,0.13032,82.7326,-5.5347,-0.588939,0.418057,74.3937,-17.7724,-23.8547,NULL,NULL,NULL,NULL,9.36827,NULL,-23.0822,0.079863,-9.34481,9.58347,-1.74643,50,6.02229,7.35091,-132.725,-5.77066,-16.452,31.8627,-15.3019,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,978c4c70-9f01-11eb-8579-17f01a355d6c,90.1609,2.63955,NULL,8.94216,NULL,NULL,NULL,1.02908,2.65981,-0.31694,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:17:55,"2021-04-16 18:17:55","2021-04-16 22:17:55",GroundBall,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,9b3fb04f-11cc-4b30-8dd0-77be36c43aa2,54.5863,-133.822,15.9314,6.21181,-5.24409,-7.65093,-2.00913,7.91706,-8.22601,NULL,1.02908,95.0273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.65981,-33.3046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.31694,-42.0205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,Medium,Medium,NULL,NULL,NULL,143
25780,41,2021-04-16,18:18:44,4,1,1000024621,Right,PEN_NIT,1000048737,Right,NEB,Undefined,2,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,84.2671,-2.55412,-1.85991,2173.55,198.683,12:30:00,6.11539,2.31676,5.94321,-32.8341,6.93138,1.87386,1.00727,0.74711,76.7319,-8.63004,-1.52283,0.453863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.54374,4.76965,-2.16965,50,5.89347,3.89167,-122.135,-6.50889,-2.30392,26.7392,-25.0557,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,b4f79440-9f01-11eb-8579-17f01a355d6c,83.048,NULL,NULL,7.53513,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:18:44,"2021-04-16 18:18:44","2021-04-16 22:18:44",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,471c1f2e-9b2c-42e4-8597-215edbd5bc49,54.553,-123.127,13.3696,6.11786,-5.57863,-12.5278,-2.31573,3.97721,-1.15196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25781,42,2021-04-16,18:19:04,4,2,1000024621,Right,PEN_NIT,1000048737,Right,NEB,Undefined,2,Top,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,1,0,NULL,90.9556,-2.81778,-4.45714,2210.66,221.679,01:30:00,6.21776,1.95089,6.14494,-16.0914,17.9111,14.8588,2.26303,-0.93782,82.2385,-5.9124,-1.78835,0.419689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.00008,10.4572,-1.6182,50,5.99407,9.61746,-131.529,-6.92804,-15.6028,30.5994,-14.0452,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,c0872c80-9f01-11eb-8579-17f01a355d6c,89.8105,NULL,NULL,8.7171,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-16,22:19:04,"2021-04-16 18:19:04","2021-04-16 22:19:04",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,6f91b6a4-670f-48cc-9d18-32751ad34676,54.3509,-132.538,15.2997,6.21474,-6.46521,-7.0226,-1.9436,10.1316,-7.80138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.6822,1.61406,0.733952,0.880103,-0.92316,2.01721,1.00847,-4.04308,5.72179,2.75742,65.0163,3.7349,59.7598,-3.94568,85.9865,-8.60957,5.72165,6.97528,-10.4888,2.79177,67.9795,-3.67199,High,High,High,NULL,NULL,High,Medium,Medium,143
